cell_id,cycle,height_mean,height_std,height_median,roughness_mean,roughness_std,roughness_median,length_mean,length_std,length_median,wideth_mean,wideth_std,wideth_median,adhesion_mean,adhesion_std,adhesion_median,elastic_modulus_mean,elastic_modulus_std,elastic_modulus_median
266,P8,2.6258,0.03862042001461477,2.6260000000000003,138.12,17.656714840178182,132.2,126.06500000000001,0.3030980386816009,125.95,34.5845,0.3023500063102183,34.59,554.615,4.44122730785083,554.95,4.8645,0.8147035301907458,4.83
267,P8,2.8737500000000002,0.04230450392844216,2.8815,116.85,17.35834396661035,111.25,98.691,0.47782291368466845,98.61500000000001,28.926,0.3169824833280889,28.93,526.42,2.981451430357163,526.2,3.81135,0.4359670768593236,3.748
268,P8,2.7026499999999998,0.06132164982159328,2.702,150.72,24.947177880684745,147.95,102.15,0.4978902859487317,102.2,28.546,0.2635266889509935,28.545,522.845,4.823023183811051,521.5,4.748749999999999,0.4606043941331181,4.7225
269,P8,2.2845,0.10065914343910716,2.3135,233.84,59.047718437138435,229.2,99.487,0.3127147683045831,99.51,29.4615,0.47080306532114796,29.509999999999998,593.335,4.957001958951878,593.6,4.07175,0.1226908288083678,4.093999999999999
270,P8,2.15995,0.037659799870894003,2.1705,107.66,22.17123313998048,107.6,122.12,0.32702808506464986,122.05,34.513,0.3108917564209856,34.519999999999996,545.4300000000001,9.363091032570974,546.8,5.3598,0.3701778519917999,5.4
271,P8,2.38855,0.03847278600722721,2.395,150.075,5.616505281662914,149.5,92.368,0.2720023219715145,92.315,33.255,0.1958651523235733,33.230000000000004,527.5600000000001,2.9028842281608895,526.75,5.95715,0.3550327301442565,5.9785
272,P8,2.1512000000000002,0.009945112526155509,2.1544999999999996,188.55,18.82701027219865,190.6,94.2895,0.21164704978858076,94.29499999999999,37.37,0.3458323293158099,37.4,486.275,5.665302983489645,486.5,5.1363,0.5032718319577455,5.205
273,P8,2.415,0.15590651719945248,2.458,118.1,6.94959294529278,118.6,102.66,0.31355348742069983,102.7,36.598,0.2671211040156263,36.61,597.0699999999999,1.4715190862005731,597.0,4.21945,0.7379780680666387,4.2645
274,P8,2.2918,0.0787718891884395,2.338,162.825,11.814837905652453,160.75,107.45,0.33007176253211207,107.5,21.6785,0.276715225077106,21.735,575.7149999999999,4.885130499792207,576.75,5.3915,0.9394049908543732,5.4645
275,P8,2.43315,0.0829541883717817,2.45,172.29500000000002,22.655671417294645,171.45,113.575,0.30413812651491157,113.6,27.683,0.26817315694391075,27.65,587.6800000000001,10.303734632084684,589.95,5.9503,0.22222110847674123,5.9695
276,P8,2.49945,0.05008043530162261,2.503,133.245,19.85694827350975,133.25,80.474,0.24321097620660298,80.475,35.531,0.24882672051470872,35.56,587.2149999999999,1.7586702512499843,586.75,4.6566,0.2062439536593804,4.673
277,P8,2.6313500000000003,0.20290839908947259,2.4925,117.21,6.273494786967252,116.75,104.795,0.47955571543933095,104.6,32.7725,0.2942407714422803,32.79,531.48,3.772420694293855,531.8499999999999,4.17345,0.21985173831949856,4.144500000000001
278,P8,2.28985,0.11162874323304676,2.2960000000000003,138.32,16.149453306699368,137.3,92.54249999999999,0.25663562127121564,92.465,38.372,0.2838198094047114,38.394999999999996,513.39,3.927755486011647,513.1,4.67665,0.4515858926284709,4.513
279,P8,3.15635,0.027361661614671507,3.1550000000000002,116.38499999999999,9.886315635367161,111.0,92.5255,0.3430432687147883,92.54499999999999,32.5395,0.24775784017548533,32.55,516.39,14.082796522521273,511.15,4.357950000000001,0.029711729032576628,4.356
280,P8,2.4993,0.008838313723425093,2.5025,151.31,13.406004153677596,153.6,91.66,0.30282876870913733,91.59,38.343,0.21536016344719053,38.379999999999995,515.6850000000001,4.450106444616911,515.35,6.0273,0.22025059889995638,6.1155
281,P8,2.18835,0.01938603675464978,2.1915,155.25650000000002,58.06971266685006,135.7,84.056,6.018051267032508,85.375,20.575,0.3577635208375847,20.54,496.23999999999995,3.147998528722994,497.1,5.9395,0.27910524330815667,5.949999999999999
282,P8,2.4025000000000003,0.044334256684751924,2.41,135.28,17.472854133739784,133.95,112.025,0.41911561022806365,112.1,30.8245,0.20027546818792868,30.8,525.47,2.386827888311409,524.8499999999999,4.9773499999999995,0.28081521832355405,4.957
283,P8,2.7769,0.024001973603062436,2.787,122.98299999999999,28.695332666517494,123.45,104.835,0.4158377720116057,104.9,31.609500000000004,0.23022814771439273,31.6,520.245,2.5502270280774475,520.8499999999999,4.646800000000001,0.46321310316890674,4.718500000000001
284,P8,2.55735,0.02591946027703188,2.564,120.535,10.119250804387907,118.1,97.60350000000001,0.26543459894254334,97.63,26.639999999999997,0.20478486786201525,26.625,570.99,2.5248032752963776,570.9,5.508,0.47217971600919734,5.675
285,P8,2.3723,0.017541229627426463,2.3739999999999997,107.94149999999999,9.17714109536355,109.19999999999999,120.455,0.2665076280136696,120.5,37.5865,0.4311706830186154,37.685,492.86,3.9125170253538983,493.95000000000005,5.304,0.6170507101911223,5.359999999999999
286,P8,1.6220500000000002,0.029206118681212253,1.625,132.135,19.022487385086883,128.05,116.775,0.34316637057662974,116.85,34.6,0.27045770172256894,34.59,525.7149999999999,14.064897514922142,523.45,4.3594,0.09031605324461572,4.3415
287,P8,2.3303000000000003,0.05756104311259917,2.335,152.59,16.060277902819408,150.0,104.61500000000001,0.3328900561351816,104.6,28.52,0.2401096240864738,28.52,561.855,2.786145233680015,562.15,5.90805,0.20587207959773163,5.896000000000001
288,P8,2.4974,0.0722403881787088,2.514,145.95999999999998,17.725461912175934,147.85,104.35999999999999,0.2521486612465374,104.3,40.3195,0.22399424334708343,40.285,534.3149999999999,2.6695702394127028,534.5,5.05455,0.37674736404623943,5.05
289,P8,3.5252000000000003,0.1201838941832584,3.532,144.595,18.374423728879805,144.65,92.24300000000001,0.3588739699613076,92.34,38.566500000000005,0.39494536597517,38.48,423.325,3.4920774995921517,422.05,4.9725,0.6556726156759703,5.066
