height,roughness,length,wideth,adhesion,elastic_modulus,cycle,aging_score,cell_id
1.532,223.0,99.58,33.62,624.6,10.31,P10,1.0,300
1.627,202.3,98.79,33.11,621.6,10.95,P10,1.0,300
1.614,209.4,98.19,32.95,621.4,10.64,P10,1.0,300
1.488,210.8,99.36,32.79,624.3,10.47,P10,1.0,300
1.383,211.2,98.12,33.28,623.0,10.2,P10,1.0,300
1.378,202.0,100.3,33.11,631.6,10.78,P10,1.0,300
1.241,211.3,97.98,33.96,625.3,10.05,P10,1.0,300
1.448,185.2,98.34,32.63,623.0,10.27,P10,1.0,300
1.587,188.0,99.17,33.97,619.6,10.38,P10,1.0,300
1.578,202.5,99.58,32.94,624.0,10.57,P10,1.0,300
1.623,195.4,99.73,33.28,621.3,10.19,P10,1.0,300
1.499,201.2,98.68,32.61,625.3,10.86,P10,1.0,300
4.0,249.8,104.4,44.25,651.9,8.464,P10,1.0,301
3.841,286.9,104.5,44.69,646.9,7.892,P10,1.0,301
3.917,247.9,104.6,43.97,641.5,8.113,P10,1.0,301
3.96,246.4,103.6,44.18,642.9,8.751,P10,1.0,301
3.755,233.5,103.9,44.73,640.2,8.715,P10,1.0,301
3.704,271.4,103.7,44.77,646.8,8.06,P10,1.0,301
3.833,206.5,102.5,45.17,648.6,9.775,P10,1.0,301
3.96,208.4,104.7,44.43,638.2,9.185,P10,1.0,301
3.208,188.3,103.9,44.4,644.2,9.244,P10,1.0,301
4.02,183.7,103.8,44.41,642.0,9.715,P10,1.0,301
3.917,203.6,103.4,44.86,641.2,9.21,P10,1.0,301
3.562,183.7,105.1,45.76,642.0,9.535,P10,1.0,301
3.303,255.1,103.2,44.54,641.6,8.888,P10,1.0,301
3.719,226.4,104.7,44.62,642.9,8.666,P10,1.0,301
3.646,243.3,105.0,44.3,640.2,9.773,P10,1.0,301
4.007,235.1,103.8,44.71,646.7,9.775,P10,1.0,301
3.995,261.8,106.5,44.54,641.5,9.185,P10,1.0,301
3.769,254.0,106.0,45.02,646.7,9.244,P10,1.0,301
3.908,224.6,105.4,44.79,638.0,9.185,P10,1.0,301
4.02,261.8,105.8,44.85,643.3,9.836,P10,1.0,301
4.33,169.13,88.38,92.08,590.0,7.714,P10,1.0,302
4.224,186.49,88.53,92.91,590.7,7.189,P10,1.0,302
4.127,189.47,88.56,92.29,593.5,6.877,P10,1.0,302
3.959,193.01,88.54,91.44,591.5,7.868,P10,1.0,302
4.179,186.71,88.39,92.37,591.1,7.338,P10,1.0,302
4.2,172.16,88.45,92.13,587.4,7.82,P10,1.0,302
3.98,167.33,88.53,91.87,584.7,7.702,P10,1.0,302
3.988,176.35,88.37,92.34,586.1,7.894,P10,1.0,302
4.235,185.81,88.91,92.24,594.4,7.663,P10,1.0,302
4.12,189.11,88.86,91.98,591.5,7.03,P10,1.0,302
3.702,196.18,89.14,91.17,592.7,7.416,P10,1.0,302
3.585,203.2,89.08,91.07,592.2,6.596,P10,1.0,302
4.333,200.4,89.38,91.91,592.7,6.71,P10,1.0,302
4.227,181.17,88.87,91.41,591.8,7.256,P10,1.0,302
4.364,192.04,89.78,91.23,590.7,6.079,P10,1.0,302
4.318,160.51,88.25,91.16,590.0,7.894,P10,1.0,302
4.298,157.91,89.02,91.91,595.2,6.573,P10,1.0,302
4.151,171.18,89.07,92.49,588.5,7.416,P10,1.0,302
3.783,171.86,89.96,90.76,592.6,6.669,P10,1.0,302
4.381,157.91,88.96,91.37,587.2,7.497,P10,1.0,302
3.162,160.6,77.34,35.03,727.6,6.156,P10,1.0,303
3.218,164.9,77.01,34.85,727.9,6.331,P10,1.0,303
2.922,207.0,76.96,35.36,731.9,6.398,P10,1.0,303
3.285,176.3,77.05,35.72,734.1,6.596,P10,1.0,303
3.215,175.3,76.64,35.37,734.7,7.073,P10,1.0,303
3.098,201.0,77.25,34.56,745.6,7.199,P10,1.0,303
3.215,206.3,76.91,34.65,742.0,7.073,P10,1.0,303
3.197,147.77,77.57,35.71,751.5,6.178,P10,1.0,303
2.877,141.06,77.68,34.28,737.5,6.48,P10,1.0,303
3.123,152.2,77.02,35.48,732.2,7.065,P10,1.0,303
3.251,201.0,77.96,34.25,736.3,6.506,P10,1.0,303
2.49,176.3,76.79,35.83,735.7,6.596,P10,1.0,303
2.922,182.0,77.39,35.61,723.1,6.578,P10,1.0,303
3.244,164.9,76.4,35.03,727.8,6.331,P10,1.0,303
3.082,145.13,77.51,34.54,727.8,6.947,P10,1.0,303
2.963,158.5,77.77,34.82,727.3,6.398,P10,1.0,303
3.298,178.8,77.27,35.24,740.9,7.199,P10,1.0,303
3.327,147.77,76.71,35.29,721.1,7.073,P10,1.0,303
3.321,142.05,77.87,34.64,721.8,6.798,P10,1.0,303
3.264,145.13,77.9,35.82,720.2,6.331,P10,1.0,303
1.858,164.8,118.2,44.98,635.7,6.12,P10,1.0,304
1.991,205.4,117.8,44.64,638.9,6.137,P10,1.0,304
2.03,195.3,117.6,44.17,636.9,6.024,P10,1.0,304
2.07,180.0,117.1,45.91,635.4,6.114,P10,1.0,304
2.012,211.2,116.8,44.26,635.5,6.028,P10,1.0,304
1.901,159.8,117.7,45.64,638.8,6.025,P10,1.0,304
2.073,164.8,117.3,44.78,641.3,6.058,P10,1.0,304
2.105,189.8,116.8,44.71,642.8,6.07,P10,1.0,304
1.833,155.0,116.7,44.39,636.3,6.097,P10,1.0,304
2.04,156.5,116.3,45.81,638.9,7.23,P10,1.0,304
2.082,160.8,116.6,44.73,634.1,6.613,P10,1.0,304
2.087,175.5,117.8,45.29,635.0,7.219,P10,1.0,304
1.934,195.3,116.2,44.93,634.2,6.527,P10,1.0,304
2.111,169.9,116.1,45.06,635.4,7.539,P10,1.0,304
2.019,153.1,117.5,45.77,633.5,7.462,P10,1.0,304
2.067,164.2,118.1,46.11,633.7,7.306,P10,1.0,304
1.995,164.8,116.5,44.73,630.7,6.741,P10,1.0,304
2.121,159.7,117.4,45.45,639.9,7.013,P10,1.0,304
2.111,153.1,116.3,45.16,638.4,7.304,P10,1.0,304
2.022,161.6,117.8,44.78,636.8,7.84,P10,1.0,304
2.309,141.1,64.98,28.35,557.0,15.86,P10,1.0,305
2.399,166.8,63.74,28.86,548.3,15.52,P10,1.0,305
2.295,147.6,64.55,29.08,545.6,16.22,P10,1.0,305
2.349,128.9,64.4,29.19,547.6,15.46,P10,1.0,305
2.442,120.1,63.48,29.35,544.5,16.3,P10,1.0,305
2.376,119.6,63.53,29.36,538.3,16.75,P10,1.0,305
2.245,129.0,63.86,29.02,540.2,16.26,P10,1.0,305
2.396,119.6,63.41,28.5,539.2,16.79,P10,1.0,305
2.149,126.1,63.76,29.18,535.1,15.81,P10,1.0,305
2.282,127.3,64.36,29.01,534.6,15.59,P10,1.0,305
2.293,129.0,64.43,29.19,541.3,16.66,P10,1.0,305
2.126,136.0,64.85,29.53,539.7,16.8,P10,1.0,305
2.431,140.9,64.21,30.38,542.4,15.44,P10,1.0,305
2.177,128.9,63.51,30.22,546.0,16.29,P10,1.0,305
2.324,126.1,64.04,30.38,541.7,15.81,P10,1.0,305
2.362,134.4,64.88,29.18,541.3,16.3,P10,1.0,305
2.345,128.2,64.85,29.75,531.5,15.46,P10,1.0,305
2.336,146.3,63.49,30.75,533.9,15.86,P10,1.0,305
2.055,140.9,63.99,30.55,534.1,15.71,P10,1.0,305
2.207,150.5,64.16,30.72,547.6,16.15,P10,1.0,305
2.711,168.2,70.27,22.21,536.5,10.89,P10,1.0,306
2.632,184.3,70.13,21.73,541.4,10.66,P10,1.0,306
2.636,173.0,71.5,21.63,546.4,11.22,P10,1.0,306
2.29,154.6,70.71,22.2,546.8,11.58,P10,1.0,306
2.495,153.0,71.23,21.16,539.4,11.08,P10,1.0,306
2.593,136.0,71.47,22.39,542.5,11.16,P10,1.0,306
2.625,123.5,71.67,21.34,539.1,10.74,P10,1.0,306
2.311,169.6,71.29,22.31,535.2,10.41,P10,1.0,306
2.425,154.2,71.8,22.43,541.1,11.68,P10,1.0,306
2.562,137.0,71.09,22.89,545.3,11.63,P10,1.0,306
2.583,136.0,72.21,21.98,545.2,11.14,P10,1.0,306
2.192,123.5,71.33,21.19,541.6,11.32,P10,1.0,306
2.467,114.7,71.66,21.32,539.3,11.09,P10,1.0,306
2.722,118.0,71.73,21.89,540.9,11.29,P10,1.0,306
2.643,116.5,70.43,21.97,541.4,11.02,P10,1.0,306
2.67,120.0,70.4,22.43,536.5,10.89,P10,1.0,306
2.681,124.7,71.68,22.9,536.3,10.49,P10,1.0,306
2.781,127.9,70.86,22.41,539.3,11.28,P10,1.0,306
2.549,134.6,70.52,21.42,539.1,10.66,P10,1.0,306
2.52,127.9,71.35,22.3,548.6,10.63,P10,1.0,306
4.453,136.0,82.3,23.17,768.4,9.89,P10,1.0,307
4.487,132.6,81.46,23.3,767.2,9.626,P10,1.0,307
4.262,133.5,82.66,21.87,766.8,9.219,P10,1.0,307
4.443,144.2,81.45,22.81,767.4,9.074,P10,1.0,307
4.078,116.3,82.55,22.56,763.1,8.534,P10,1.0,307
4.457,153.6,82.58,22.32,765.1,8.685,P10,1.0,307
4.244,139.0,81.82,22.67,766.8,8.012,P10,1.0,307
4.262,126.7,82.88,22.93,767.6,9.626,P10,1.0,307
3.689,129.3,81.23,21.84,769.8,9.133,P10,1.0,307
3.981,131.7,81.4,22.58,768.4,8.586,P10,1.0,307
3.368,122.5,81.23,23.05,766.8,9.845,P10,1.0,307
4.401,136.0,81.98,22.57,765.4,9.133,P10,1.0,307
3.991,121.8,81.45,23.17,765.9,9.626,P10,1.0,307
3.667,136.0,81.24,23.19,768.6,9.272,P10,1.0,307
4.457,126.5,83.02,23.9,769.0,8.836,P10,1.0,307
4.262,144.6,83.34,23.3,765.9,8.685,P10,1.0,307
3.587,129.3,81.18,23.41,766.3,8.534,P10,1.0,307
4.33,133.5,81.21,22.81,761.6,8.012,P10,1.0,307
3.6,116.3,81.29,22.62,767.9,8.845,P10,1.0,307
4.453,121.8,82.49,23.64,768.4,8.003,P10,1.0,307
1.941,161.7,91.19,35.11,523.2,8.809,P10,1.0,308
1.788,163.5,91.11,35.97,524.7,8.679,P10,1.0,308
1.94,194.5,91.44,34.13,521.0,9.616,P10,1.0,308
1.941,160.0,91.07,34.12,525.9,8.991,P10,1.0,308
2.045,161.7,91.31,35.08,525.2,8.075,P10,1.0,308
1.973,144.7,91.83,34.58,526.6,8.791,P10,1.0,308
2.001,163.5,91.65,34.4,525.4,8.009,P10,1.0,308
1.934,174.2,92.07,34.05,526.7,9.727,P10,1.0,308
2.015,148.4,91.49,34.83,531.4,8.943,P10,1.0,308
1.849,157.5,90.05,33.83,528.2,8.809,P10,1.0,308
1.975,161.7,92.57,34.92,531.2,8.987,P10,1.0,308
1.843,163.5,91.78,33.12,536.4,9.328,P10,1.0,308
1.788,148.4,91.28,33.98,528.5,8.541,P10,1.0,308
1.98,145.0,91.29,34.83,527.6,9.672,P10,1.0,308
1.717,143.4,91.78,33.19,523.6,8.809,P10,1.0,308
2.027,144.7,91.02,34.87,522.9,9.672,P10,1.0,308
1.941,151.7,91.47,33.28,522.8,8.964,P10,1.0,308
1.859,150.8,91.61,34.91,523.1,8.541,P10,1.0,308
1.759,154.2,92.41,33.23,523.6,8.027,P10,1.0,308
1.992,157.5,92.44,33.76,522.8,8.414,P10,1.0,308
2.113,163.9,100.6,31.09,549.4,5.176,P10,1.0,309
2.111,182.8,102.9,30.89,548.9,5.446,P10,1.0,309
2.108,195.3,100.4,31.48,546.3,7.445,P10,1.0,309
2.095,199.7,100.9,30.76,546.8,6.303,P10,1.0,309
2.025,196.0,101.4,31.29,546.4,6.554,P10,1.0,309
1.966,202.8,101.6,30.64,542.4,6.499,P10,1.0,309
1.85,181.0,101.9,31.45,554.6,5.633,P10,1.0,309
2.004,193.2,102.3,30.12,546.8,6.611,P10,1.0,309
2.095,209.9,102.8,31.34,544.0,5.967,P10,1.0,309
2.024,181.0,101.4,31.54,548.9,5.866,P10,1.0,309
2.043,195.3,101.2,32.76,543.2,5.561,P10,1.0,309
2.027,171.1,101.8,31.45,550.3,5.28,P10,1.0,309
2.092,172.1,100.6,30.6,545.5,5.445,P10,1.0,309
2.089,200.6,102.5,30.64,543.9,5.73,P10,1.0,309
2.025,172.1,102.8,30.59,544.4,6.303,P10,1.0,309
2.073,185.6,102.6,29.24,546.3,7.08,P10,1.0,309
2.081,193.2,101.5,31.37,549.9,7.369,P10,1.0,309
2.133,195.7,100.9,29.98,544.6,7.818,P10,1.0,309
2.123,199.7,101.6,29.52,546.9,7.218,P10,1.0,309
2.14,196.0,102.5,28.55,545.3,6.086,P10,1.0,309
4.302,146.9,115.5,33.03,812.6,7.42,P10,1.0,310
4.338,123.3,114.9,32.29,808.6,8.686,P10,1.0,310
4.001,119.6,114.3,33.93,811.6,8.746,P10,1.0,310
4.417,108.6,115.9,33.25,809.0,8.546,P10,1.0,310
4.13,121.9,114.6,33.73,805.7,8.493,P10,1.0,310
3.895,105.3,115.2,32.9,804.7,7.96,P10,1.0,310
3.961,120.2,116.1,33.05,807.4,8.231,P10,1.0,310
4.456,115.5,114.2,32.06,802.1,8.049,P10,1.0,310
4.302,118.7,114.8,32.21,806.3,8.275,P10,1.0,310
4.525,113.2,114.2,33.68,814.1,8.763,P10,1.0,310
4.318,109.6,114.7,32.44,817.6,8.011,P10,1.0,310
4.548,115.5,115.6,34.73,809.8,8.433,P10,1.0,310
4.405,119.6,116.2,33.82,813.0,8.995,P10,1.0,310
4.302,118.7,114.3,33.61,814.3,7.162,P10,1.0,310
4.243,108.8,116.4,33.95,812.2,7.464,P10,1.0,310
4.194,116.1,115.3,33.65,810.0,7.402,P10,1.0,310
4.168,110.7,116.4,34.23,809.4,8.275,P10,1.0,310
4.098,122.0,115.6,35.71,805.4,8.87,P10,1.0,310
4.107,117.6,115.3,33.45,802.4,8.781,P10,1.0,310
4.227,105.1,116.2,34.58,801.3,8.763,P10,1.0,310
3.323,241.1,106.1,28.98,568.2,8.451,P10,1.0,311
3.225,222.4,104.9,28.46,567.9,8.082,P10,1.0,311
2.92,252.1,104.8,28.02,560.5,7.999,P10,1.0,311
2.668,232.3,104.7,28.18,562.5,7.783,P10,1.0,311
3.255,272.5,105.6,28.45,565.3,7.945,P10,1.0,311
3.355,233.1,104.6,28.37,563.9,8.081,P10,1.0,311
3.145,232.3,104.9,27.48,568.8,7.888,P10,1.0,311
3.455,216.8,104.8,27.43,563.1,7.993,P10,1.0,311
3.47,223.5,105.3,27.64,563.1,7.677,P10,1.0,311
3.415,224.1,105.2,28.21,565.3,7.299,P10,1.0,311
3.356,247.0,106.7,27.91,568.2,7.424,P10,1.0,311
3.323,235.4,105.3,28.34,560.5,7.442,P10,1.0,311
3.274,264.4,105.9,28.12,567.3,7.436,P10,1.0,311
3.255,252.7,106.4,28.45,567.3,7.222,P10,1.0,311
3.252,232.3,104.2,28.18,565.3,7.442,P10,1.0,311
3.417,247.0,106.3,27.76,563.1,7.293,P10,1.0,311
3.176,215.3,106.5,27.45,568.8,7.214,P10,1.0,311
3.397,224.1,105.8,27.19,563.9,7.888,P10,1.0,311
3.132,252.7,105.2,27.87,567.0,7.783,P10,1.0,311
3.318,241.1,106.8,27.39,560.5,7.703,P10,1.0,311
3.04,163.2,80.84,17.91,576.4,7.219,P10,1.0,312
2.889,177.6,80.07,18.14,590.6,6.299,P10,1.0,312
2.933,191.7,79.63,17.76,597.5,7.559,P10,1.0,312
2.68,207.9,79.71,17.23,569.6,6.626,P10,1.0,312
3.002,163.0,80.23,17.78,573.5,7.114,P10,1.0,312
2.791,174.9,80.78,17.65,556.3,6.408,P10,1.0,312
2.937,157.0,80.65,18.19,553.7,6.773,P10,1.0,312
2.913,195.9,79.12,18.23,519.4,6.635,P10,1.0,312
3.087,158.7,79.34,18.35,530.5,7.219,P10,1.0,312
2.621,165.1,79.85,17.18,529.6,7.006,P10,1.0,312
2.74,178.0,79.51,17.83,502.6,6.814,P10,1.0,312
2.788,163.2,79.54,17.56,509.7,6.635,P10,1.0,312
3.02,179.0,80.62,18.97,486.7,7.559,P10,1.0,312
3.113,182.2,80.15,18.26,513.5,7.757,P10,1.0,312
2.933,165.1,80.27,18.32,517.0,6.217,P10,1.0,312
2.937,207.5,79.36,18.39,519.4,6.174,P10,1.0,312
2.679,191.3,80.57,17.87,522.0,6.44,P10,1.0,312
2.755,174.5,79.29,17.36,468.0,6.541,P10,1.0,312
2.68,165.1,79.12,17.66,519.4,7.969,P10,1.0,312
2.933,157.0,80.49,18.47,513.5,6.814,P10,1.0,312
2.094,121.6,89.47,25.5,544.8,8.596,P10,1.0,313
1.961,112.6,88.65,26.27,549.2,9.486,P10,1.0,313
2.406,104.6,90.65,26.05,551.2,9.125,P10,1.0,313
2.438,105.0,89.46,26.94,548.9,8.597,P10,1.0,313
2.503,111.4,89.23,25.98,547.1,9.67,P10,1.0,313
2.382,124.4,89.35,26.69,545.4,9.538,P10,1.0,313
2.46,103.6,88.36,26.61,545.0,9.197,P10,1.0,313
4.429,112.8,88.94,25.94,546.8,9.538,P10,1.0,313
2.385,105.0,88.35,26.76,544.1,9.125,P10,1.0,313
2.272,107.1,88.91,25.51,552.5,9.331,P10,1.0,313
2.34,112.8,90.57,27.4,551.2,8.899,P10,1.0,313
2.114,121.6,90.46,25.91,545.1,8.294,P10,1.0,313
2.038,120.8,89.67,26.91,545.6,9.486,P10,1.0,313
2.06,124.6,90.42,25.12,545.8,8.531,P10,1.0,313
1.853,117.6,88.89,25.73,560.8,9.07,P10,1.0,313
2.429,120.8,90.87,26.87,549.4,8.057,P10,1.0,313
2.216,124.4,88.68,26.98,545.5,8.458,P10,1.0,313
2.385,135.2,90.67,25.12,548.2,8.531,P10,1.0,313
2.253,123.1,90.65,27.45,546.7,8.294,P10,1.0,313
2.385,107.1,89.57,27.19,544.8,9.538,P10,1.0,313
2.41,121.0,93.44,25.22,506.9,8.937,P10,1.0,314
2.396,116.8,92.93,25.45,503.2,8.151,P10,1.0,314
2.351,112.9,92.89,24.3,508.6,8.839,P10,1.0,314
2.396,111.1,92.18,24.14,503.9,8.732,P10,1.0,314
2.387,95.26,92.34,24.76,500.9,9.141,P10,1.0,314
2.373,106.3,93.28,23.26,505.6,9.52,P10,1.0,314
2.294,94.75,93.1,23.47,504.9,9.36,P10,1.0,314
2.235,112.2,93.45,23.87,504.8,8.84,P10,1.0,314
2.357,113.5,92.94,24.74,507.1,8.717,P10,1.0,314
2.397,99.08,92.49,24.45,508.3,9.989,P10,1.0,314
2.242,117.5,92.18,24.76,503.4,9.987,P10,1.0,314
2.366,103.0,92.49,25.78,506.2,9.996,P10,1.0,314
2.158,106.3,93.92,24.17,506.7,9.503,P10,1.0,314
2.256,88.06,93.18,24.13,504.3,8.526,P10,1.0,314
2.307,116.6,93.74,24.14,503.2,9.877,P10,1.0,314
2.369,103.0,92.38,24.87,508.5,8.526,P10,1.0,314
2.314,121.0,93.28,23.46,508.3,8.955,P10,1.0,314
2.207,112.2,93.67,24.76,512.0,8.244,P10,1.0,314
2.132,106.3,92.91,24.38,507.7,9.603,P10,1.0,314
2.314,94.8,92.18,25.22,510.8,9.924,P10,1.0,314
1.854,188.5,76.62,24.96,664.3,17.99,P10,1.0,315
1.797,268.1,75.19,24.58,659.3,17.67,P10,1.0,315
1.829,253.0,75.89,24.04,665.1,17.44,P10,1.0,315
1.886,226.2,75.32,23.82,663.1,18.81,P10,1.0,315
1.928,225.7,75.12,24.65,660.4,18.04,P10,1.0,315
1.955,178.9,76.45,24.97,657.1,17.79,P10,1.0,315
1.987,210.8,76.98,24.65,657.8,18.88,P10,1.0,315
1.925,202.4,76.35,24.51,662.1,18.29,P10,1.0,315
1.954,213.3,76.72,24.27,664.2,17.25,P10,1.0,315
1.901,249.7,76.23,24.66,672.4,19.29,P10,1.0,315
1.987,206.0,76.19,24.24,671.1,19.6,P10,1.0,315
1.885,213.3,76.29,23.16,674.0,17.99,P10,1.0,315
1.93,202.4,76.38,23.85,678.1,18.44,P10,1.0,315
1.928,180.4,76.17,23.87,669.6,17.67,P10,1.0,315
2.01,178.1,76.27,23.56,679.9,19.36,P10,1.0,315
1.816,176.8,75.83,23.98,671.1,18.29,P10,1.0,315
1.911,203.6,75.12,24.18,672.4,17.67,P10,1.0,315
1.89,239.4,75.87,24.78,670.7,17.79,P10,1.0,315
1.662,235.8,75.12,24.65,664.2,17.44,P10,1.0,315
1.888,188.5,75.82,24.32,657.1,17.53,P10,1.0,315
2.523,197.3,101.6,30.59,665.3,15.3,P10,1.0,316
2.36,183.0,100.6,30.68,661.9,16.11,P10,1.0,316
2.563,169.4,100.4,31.21,663.4,15.32,P10,1.0,316
2.531,173.3,101.3,31.18,669.2,16.03,P10,1.0,316
2.538,215.3,101.6,31.39,665.4,16.89,P10,1.0,316
2.566,214.8,100.5,31.1,666.9,16.74,P10,1.0,316
2.376,229.5,100.2,30.87,674.0,14.96,P10,1.0,316
2.56,246.7,100.7,31.29,669.2,14.81,P10,1.0,316
2.492,215.8,101.3,31.45,668.6,15.32,P10,1.0,316
2.36,183.0,101.9,30.98,665.7,14.87,P10,1.0,316
2.242,190.9,100.7,30.42,662.7,15.83,P10,1.0,316
2.317,204.1,102.3,30.83,659.3,16.67,P10,1.0,316
2.487,192.9,102.1,31.27,659.4,16.81,P10,1.0,316
2.567,182.2,101.7,30.13,662.6,15.34,P10,1.0,316
2.387,202.7,100.3,30.67,663.9,15.98,P10,1.0,316
2.514,232.4,101.8,31.65,666.9,15.59,P10,1.0,316
2.483,227.9,102.6,31.03,668.2,14.76,P10,1.0,316
2.543,200.7,100.3,31.21,665.8,14.84,P10,1.0,316
2.549,192.9,100.9,31.82,663.5,14.24,P10,1.0,316
2.206,180.4,100.2,30.28,660.6,15.98,P10,1.0,316
2.834,186.8,91.88,20.45,576.558,8.901,P10,1.0,317
2.824,126.2,92.4,21.03,576.07,8.158,P10,1.0,317
2.817,132.7,91.38,21.05,576.771,8.834,P10,1.0,317
2.774,134.6,91.78,21.73,576.343,7.114,P10,1.0,317
2.721,145.8,92.11,20.87,576.554,7.64,P10,1.0,317
2.602,124.6,92.67,20.26,576.511,8.158,P10,1.0,317
2.846,118.2,92.53,21.48,576.435,7.536,P10,1.0,317
2.64,143.7,91.34,21.29,576.598,7.33,P10,1.0,317
2.794,132.7,91.48,21.61,576.506,8.165,P10,1.0,317
2.818,134.6,91.09,21.36,575.825,8.901,P10,1.0,317
2.639,124.6,92.98,21.54,575.829,8.554,P10,1.0,317
2.721,196.3,92.86,20.47,575.568,8.892,P10,1.0,317
2.855,126.7,92.57,21.96,575.593,8.573,P10,1.0,317
2.735,118.1,91.82,20.45,575.902,8.254,P10,1.0,317
2.793,121.5,91.76,21.01,576.005,7.503,P10,1.0,317
2.865,140.6,91.67,20.38,575.179,7.371,P10,1.0,317
2.389,132.7,92.56,20.86,576.39,8.165,P10,1.0,317
2.397,140.6,92.97,20.75,576.424,8.901,P10,1.0,317
2.421,148.5,91.76,20.49,576.13,8.834,P10,1.0,317
2.562,126.2,92.61,20.21,576.157,8.427,P10,1.0,317
2.886,184.7,96.16,30.97,573.4,8.808,P10,1.0,318
2.828,180.2,96.66,31.42,580.9,7.654,P10,1.0,318
2.845,199.3,95.72,31.56,583.0,7.882,P10,1.0,318
2.864,182.7,95.89,31.13,575.4,7.434,P10,1.0,318
2.685,201.9,96.21,31.72,578.5,7.601,P10,1.0,318
2.602,208.2,95.44,31.36,583.7,7.536,P10,1.0,318
2.822,226.5,96.45,31.53,597.3,7.503,P10,1.0,318
2.866,184.7,96.95,31.29,608.7,8.253,P10,1.0,318
2.865,187.5,95.64,31.24,611.7,8.901,P10,1.0,318
2.838,182.7,95.91,30.65,619.6,8.892,P10,1.0,318
2.599,193.3,96.73,31.47,624.4,8.808,P10,1.0,318
2.825,209.7,96.77,31.78,633.9,7.81,P10,1.0,318
2.835,219.1,95.65,32.21,613.1,8.158,P10,1.0,318
2.828,220.9,95.12,32.23,616.0,7.64,P10,1.0,318
2.672,176.3,96.61,31.43,601.6,7.536,P10,1.0,318
2.856,194.2,96.7,32.34,598.1,8.165,P10,1.0,318
2.83,177.4,95.23,32.73,592.4,8.158,P10,1.0,318
2.832,202.9,95.89,32.05,592.5,7.33,P10,1.0,318
2.87,186.5,95.45,31.24,578.0,8.834,P10,1.0,318
2.886,206.4,95.12,31.16,576.0,8.954,P10,1.0,318
2.962,176.1,109.6,48.99,601.0,6.115,P10,1.0,319
2.936,177.0,110.8,48.67,603.9,6.342,P10,1.0,319
2.955,176.6,110.3,47.21,606.3,6.392,P10,1.0,319
2.922,176.4,111.4,47.92,600.1,6.194,P10,1.0,319
2.881,176.3,109.5,48.23,603.7,6.342,P10,1.0,319
2.877,176.5,109.9,48.98,599.4,6.2,P10,1.0,319
2.907,176.0,110.4,47.62,602.2,6.093,P10,1.0,319
2.898,175.8,110.0,47.91,605.5,6.392,P10,1.0,319
2.83,177.4,109.3,47.19,608.3,6.197,P10,1.0,319
2.832,177.2,110.9,47.87,612.7,6.347,P10,1.0,319
2.753,177.7,109.4,48.11,611.5,6.084,P10,1.0,319
2.936,177.4,111.0,48.56,617.3,6.045,P10,1.0,319
2.78,177.3,110.2,47.94,615.8,6.564,P10,1.0,319
2.636,176.6,109.2,47.23,614.1,7.166,P10,1.0,319
2.943,176.3,109.8,47.98,613.3,6.875,P10,1.0,319
2.79,176.5,110.7,48.22,616.7,7.779,P10,1.0,319
2.753,177.2,109.6,47.19,614.0,7.887,P10,1.0,319
2.827,176.8,109.9,46.98,612.8,7.736,P10,1.0,319
2.535,176.7,110.4,46.02,606.9,7.736,P10,1.0,319
2.726,177.2,110.8,48.14,602.0,6.694,P10,1.0,319
3.709,163.6,73.62,28.98,809.3,7.302,P10,1.0,320
3.752,155.4,72.57,29.92,812.8,8.096,P10,1.0,320
3.77,155.6,72.78,29.77,813.2,7.252,P10,1.0,320
3.72,158.0,73.42,28.12,816.3,8.957,P10,1.0,320
3.736,211.7,72.78,29.34,820.9,7.252,P10,1.0,320
3.47,211.0,73.18,28.89,827.4,8.04,P10,1.0,320
3.735,212.5,73.33,29.56,819.3,8.768,P10,1.0,320
3.439,211.7,73.92,28.73,825.8,9.575,P10,1.0,320
3.682,215.6,72.7,29.91,822.2,9.132,P10,1.0,320
3.801,217.9,73.11,28.45,821.4,8.34,P10,1.0,320
3.607,270.2,73.85,29.08,826.8,8.53,P10,1.0,320
3.709,231.8,72.03,28.67,827.2,9.652,P10,1.0,320
3.78,222.4,73.77,29.22,821.9,8.652,P10,1.0,320
3.752,208.3,73.66,28.94,816.2,8.872,P10,1.0,320
3.24,216.2,73.85,29.63,811.5,9.532,P10,1.0,320
3.793,240.2,72.38,28.31,804.7,7.667,P10,1.0,320
3.573,188.1,72.5,29.5,805.4,8.91,P10,1.0,320
3.759,168.9,72.94,29.15,801.9,7.982,P10,1.0,320
3.426,155.4,72.65,28.58,795.4,9.371,P10,1.0,320
3.801,158.0,72.89,29.39,807.0,7.192,P10,1.0,320
2.341,162.6,86.18,24.34,579.3,8.233,P10,1.0,321
2.285,157.6,85.08,24.08,576.5,8.825,P10,1.0,321
2.09,166.0,86.56,25.77,577.9,8.894,P10,1.0,321
2.38,167.9,85.23,24.59,574.3,9.092,P10,1.0,321
2.366,191.9,86.11,24.12,570.4,9.597,P10,1.0,321
2.395,207.4,85.89,24.71,574.5,8.196,P10,1.0,321
2.431,191.9,86.77,25.39,574.2,9.559,P10,1.0,321
2.408,187.0,85.45,24.93,577.2,8.53,P10,1.0,321
2.332,199.6,86.33,24.85,581.0,8.097,P10,1.0,321
2.376,160.6,85.98,25.88,580.6,8.76,P10,1.0,321
2.423,178.0,86.04,25.91,575.5,8.939,P10,1.0,321
