height,roughness,length,wideth,adhesion,elastic_modulus,cycle,aging_score,cell_id
3.429,78.26,69.68,28.48,452.9,3.294,P4,0.0,0
3.372,84.8,69.81,28.43,452.5,2.453,P4,0.0,0
3.297,112.7,69.46,27.23,454.8,3.33,P4,0.0,0
3.398,90.45,69.96,26.94,453.2,3.35,P4,0.0,0
3.391,76.28,70.15,26.08,456.3,3.04,P4,0.0,0
3.43,77.91,69.72,26.74,454.9,3.74,P4,0.0,0
3.416,84.8,69.84,27.07,453.9,3.04,P4,0.0,0
3.41,121.1,70.26,27.96,456.7,3.0,P4,0.0,0
3.341,92.92,70.04,27.66,452.5,2.77,P4,0.0,0
3.295,78.63,69.58,26.29,453.9,3.08,P4,0.0,0
3.388,102.7,69.3,28.27,455.0,2.76,P4,0.0,0
3.398,103.0,69.06,28.22,460.9,2.62,P4,0.0,0
3.43,107.1,68.94,28.62,464.2,3.1,P4,0.0,0
3.427,154.7,69.0,28.6,454.1,3.68,P4,0.0,0
3.348,105.5,69.27,28.76,454.9,3.69,P4,0.0,0
3.415,105.1,70.43,27.68,462.7,2.77,P4,0.0,0
3.416,99.34,69.97,28.1,474.4,3.0,P4,0.0,0
3.427,115.7,68.88,27.67,458.2,3.38,P4,0.0,0
3.41,92.14,69.1,27.01,465.6,3.64,P4,0.0,0
3.427,123.4,68.93,27.6,463.5,3.35,P4,0.0,0
3.321,100.2,102.7,24.82,514.6,3.047,P4,0.0,1
3.341,123.8,102.3,24.95,526.1,3.026,P4,0.0,1
3.395,126.4,101.9,24.34,515.8,3.154,P4,0.0,1
3.352,131.5,102.5,24.21,520.9,3.127,P4,0.0,1
3.341,121.0,102.3,24.39,515.4,3.1,P4,0.0,1
3.401,136.9,102.1,24.78,512.4,3.024,P4,0.0,1
3.325,156.1,100.3,24.47,528.7,2.958,P4,0.0,1
3.321,131.5,100.8,24.77,525.4,2.997,P4,0.0,1
3.284,112.0,101.6,24.64,505.9,2.987,P4,0.0,1
3.346,107.2,103.6,24.21,507.8,3.059,P4,0.0,1
3.321,124.8,102.8,24.47,531.4,3.105,P4,0.0,1
3.253,141.4,103.4,24.39,511.7,3.175,P4,0.0,1
3.272,123.4,102.4,34.31,532.5,3.137,P4,0.0,1
3.346,115.6,102.8,24.03,516.8,2.893,P4,0.0,1
3.406,115.9,103.0,24.34,517.6,2.987,P4,0.0,1
3.395,94.2,101.4,24.15,515.8,2.997,P4,0.0,1
3.376,144.8,101.8,24.45,501.5,2.827,P4,0.0,1
3.253,115.9,102.6,24.75,512.1,3.118,P4,0.0,1
3.208,131.1,101.6,24.03,535.2,3.072,P4,0.0,1
3.127,107.2,102.1,24.77,506.2,3.058,P4,0.0,1
2.32,111.3,96.54,36.02,517.1,2.623,P4,0.0,2
2.259,141.6,96.68,35.85,507.1,2.856,P4,0.0,2
2.257,124.4,97.14,36.14,515.5,1.99,P4,0.0,2
2.309,114.1,96.92,35.88,522.0,2.353,P4,0.0,2
2.282,111.3,96.69,35.73,509.7,2.501,P4,0.0,2
2.278,132.2,96.47,35.27,509.8,2.327,P4,0.0,2
2.324,147.2,96.47,35.78,512.2,1.859,P4,0.0,2
2.325,124.6,96.45,36.67,518.5,2.104,P4,0.0,2
2.32,142.2,96.44,37.2,522.4,2.353,P4,0.0,2
2.309,120.2,96.22,36.54,526.0,2.276,P4,0.0,2
2.325,135.1,96.71,36.81,528.3,2.375,P4,0.0,2
2.305,121.2,96.94,36.24,531.1,2.683,P4,0.0,2
2.324,124.6,95.04,36.33,515.3,2.163,P4,0.0,2
2.302,106.8,95.98,35.88,508.9,2.161,P4,0.0,2
2.309,108.8,95.48,35.62,539.4,2.273,P4,0.0,2
2.228,109.6,95.49,36.64,525.8,2.358,P4,0.0,2
2.256,119.0,95.61,36.47,515.3,2.375,P4,0.0,2
2.305,138.6,95.37,36.3,555.0,1.974,P4,0.0,2
2.371,109.3,96.11,35.2,508.5,1.99,P4,0.0,2
2.334,104.7,96.55,36.1,509.3,2.421,P4,0.0,2
2.929,116.7,76.65,23.21,524.0,2.459,P4,0.0,3
2.928,96.4,76.94,23.8,521.4,2.426,P4,0.0,3
2.88,123.2,76.91,24.0,537.3,2.381,P4,0.0,3
2.929,98.7,76.97,23.27,515.5,2.449,P4,0.0,3
2.936,95.8,77.39,23.76,521.9,2.515,P4,0.0,3
2.942,105.0,77.03,23.68,533.9,2.671,P4,0.0,3
2.925,82.6,76.62,23.95,520.5,2.569,P4,0.0,3
2.941,73.8,76.83,23.74,517.3,2.598,P4,0.0,3
2.928,128.4,77.01,23.58,520.8,2.798,P4,0.0,3
2.946,100.6,77.12,23.95,519.0,2.896,P4,0.0,3
2.925,127.1,77.51,24.32,518.6,2.961,P4,0.0,3
2.932,149.3,77.24,23.9,537.4,2.68,P4,0.0,3
2.946,123.2,77.28,24.41,531.3,2.598,P4,0.0,3
2.929,61.3,77.64,24.69,520.5,2.557,P4,0.0,3
2.905,168.4,77.34,24.53,522.1,2.577,P4,0.0,3
2.83,187.6,77.34,24.25,519.4,2.458,P4,0.0,3
2.777,135.1,77.49,24.68,517.6,2.337,P4,0.0,3
2.828,115.4,77.1,24.59,518.3,2.276,P4,0.0,3
2.871,119.1,76.97,24.08,524.7,2.392,P4,0.0,3
2.898,100.3,76.99,24.0,518.8,2.534,P4,0.0,3
2.758,100.8,98.69,26.54,528.8,3.83,P4,0.0,4
2.801,78.6,98.7,25.85,523.9,3.9,P4,0.0,4
2.717,154.6,98.5,26.16,518.0,4.11,P4,0.0,4
2.645,129.0,98.34,25.73,524.9,3.7,P4,0.0,4
2.593,136.9,98.82,26.27,520.0,3.63,P4,0.0,4
2.643,111.4,98.62,25.87,518.4,3.83,P4,0.0,4
2.746,123.9,98.97,26.34,523.9,3.89,P4,0.0,4
2.692,97.2,98.47,26.08,527.4,3.8,P4,0.0,4
2.74,116.2,98.63,26.0,528.1,3.7,P4,0.0,4
2.704,128.8,99.2,26.2,524.3,3.59,P4,0.0,4
2.716,130.5,99.26,26.87,519.0,4.01,P4,0.0,4
2.756,82.6,98.78,26.14,524.7,3.8,P4,0.0,4
2.732,115.2,98.89,26.55,526.4,4.01,P4,0.0,4
2.779,117.8,99.33,25.87,528.1,3.73,P4,0.0,4
2.74,101.2,99.65,26.76,526.4,3.3,P4,0.0,4
2.779,120.4,98.85,26.29,527.8,3.36,P4,0.0,4
2.804,139.6,98.74,25.43,525.8,3.7,P4,0.0,4
2.812,106.8,99.1,25.52,522.3,3.9,P4,0.0,4
2.78,117.8,98.66,25.7,523.8,3.62,P4,0.0,4
2.754,102.1,98.86,26.27,524.9,3.73,P4,0.0,4
2.262,97.5,103.1,24.7,456.3,2.779,P4,0.0,5
2.257,97.85,103.6,24.52,457.0,3.154,P4,0.0,5
2.285,99.18,104.2,24.35,456.5,3.067,P4,0.0,5
2.233,97.86,102.9,24.88,456.7,2.929,P4,0.0,5
2.205,114.6,103.9,25.34,460.2,2.775,P4,0.0,5
2.313,187.5,103.6,25.03,466.3,3.282,P4,0.0,5
2.382,104.4,103.0,25.06,456.0,3.14,P4,0.0,5
2.388,146.9,102.7,25.27,456.3,3.023,P4,0.0,5
2.404,146.7,103.8,24.77,470.3,3.24,P4,0.0,5
2.407,138.49,103.2,25.19,453.2,2.563,P4,0.0,5
2.417,139.6,102.6,24.61,464.0,2.864,P4,0.0,5
2.415,120.2,103.3,24.47,459.7,3.101,P4,0.0,5
2.382,213.1,103.6,25.5,462.3,3.478,P4,0.0,5
2.399,141.2,103.8,25.08,467.2,3.468,P4,0.0,5
2.358,116.3,103.4,24.76,472.7,3.182,P4,0.0,5
2.356,96.06,103.5,24.7,459.1,3.335,P4,0.0,5
2.337,74.37,103.8,25.39,456.5,3.154,P4,0.0,5
2.349,127.8,103.9,25.41,473.4,2.913,P4,0.0,5
2.329,172.1,103.3,24.82,484.5,2.929,P4,0.0,5
2.352,111.6,103.7,24.28,475.2,2.797,P4,0.0,5
2.086,101.0,82.74,20.54,468.0,4.582,P4,0.0,6
2.105,152.4,83.82,20.87,469.8,4.008,P4,0.0,6
2.171,127.2,83.59,21.14,473.6,4.355,P4,0.0,6
2.23,136.1,83.33,20.93,471.4,4.034,P4,0.0,6
2.265,102.7,84.52,21.01,468.9,4.538,P4,0.0,6
2.231,141.1,84.74,21.04,467.7,4.803,P4,0.0,6
2.281,102.5,84.52,20.93,469.1,4.355,P4,0.0,6
2.316,104.3,84.21,20.89,468.5,3.894,P4,0.0,6
2.336,113.0,84.29,21.4,470.9,3.604,P4,0.0,6
2.345,108.5,83.82,20.67,472.7,3.847,P4,0.0,6
2.34,103.7,84.05,21.2,469.1,4.064,P4,0.0,6
2.355,120.2,84.74,20.83,468.6,3.847,P4,0.0,6
2.364,129.3,84.27,20.87,468.1,3.537,P4,0.0,6
2.359,97.3,83.8,21.34,467.2,3.605,P4,0.0,6
2.355,128.2,83.32,21.08,466.1,3.615,P4,0.0,6
2.364,130.0,83.56,20.82,468.0,4.034,P4,0.0,6
2.348,100.5,84.74,21.08,470.3,3.894,P4,0.0,6
2.36,81.4,84.04,21.34,463.0,3.604,P4,0.0,6
2.357,104.2,84.52,20.57,471.9,3.467,P4,0.0,6
2.341,148.8,84.99,21.34,467.7,3.847,P4,0.0,6
3.149,108.7,96.52,37.81,495.6,2.571,P4,0.0,7
3.18,106.1,96.15,38.0,494.5,2.592,P4,0.0,7
3.122,105.3,95.23,38.75,522.7,2.587,P4,0.0,7
3.024,108.9,95.23,38.56,506.8,2.463,P4,0.0,7
2.989,115.1,95.59,37.26,498.2,2.444,P4,0.0,7
3.043,97.5,95.04,37.82,502.2,2.427,P4,0.0,7
3.013,124.8,95.96,37.36,494.7,2.504,P4,0.0,7
3.038,90.3,95.42,38.24,495.6,2.627,P4,0.0,7
3.007,112.4,95.72,37.4,501.8,2.584,P4,0.0,7
3.056,107.5,94.62,38.01,504.4,2.612,P4,0.0,7
3.134,114.4,94.95,36.54,499.1,2.517,P4,0.0,7
3.161,93.4,95.69,37.2,499.3,2.463,P4,0.0,7
3.18,121.2,95.14,36.27,504.4,2.439,P4,0.0,7
3.15,163.5,95.79,36.47,502.2,2.485,P4,0.0,7
3.085,97.5,95.67,36.74,511.5,2.652,P4,0.0,7
3.071,90.3,95.15,36.54,496.4,2.868,P4,0.0,7
2.931,110.8,95.47,36.93,498.9,2.725,P4,0.0,7
2.966,101.1,95.26,36.35,533.6,2.612,P4,0.0,7
2.931,116.2,95.14,36.67,506.1,2.469,P4,0.0,7
2.941,93.7,94.86,36.62,495.6,2.494,P4,0.0,7
2.483,99.29,97.42,15.32,494.8,2.937,P4,0.0,8
2.461,125.7,97.83,15.37,488.9,3.039,P4,0.0,8
2.468,106.6,97.44,15.02,495.4,3.319,P4,0.0,8
2.464,99.29,97.16,15.07,495.0,3.033,P4,0.0,8
2.432,143.6,97.21,15.12,492.2,3.408,P4,0.0,8
2.431,111.1,97.44,15.5,497.2,3.483,P4,0.0,8
2.345,127.8,97.35,15.67,501.6,2.831,P4,0.0,8
2.411,114.7,96.52,14.87,494.1,3.196,P4,0.0,8
2.371,152.2,97.32,15.18,489.9,3.131,P4,0.0,8
2.359,145.8,97.52,18.81,498.3,2.931,P4,0.0,8
2.467,157.2,97.5,15.39,504.6,2.937,P4,0.0,8
2.486,156.1,97.3,15.67,501.0,3.063,P4,0.0,8
2.49,125.7,97.42,15.92,495.3,3.356,P4,0.0,8
2.475,89.94,97.32,15.61,489.9,3.205,P4,0.0,8
2.457,172.2,96.9,16.02,500.2,3.359,P4,0.0,8
2.444,102.5,97.48,15.54,500.3,3.021,P4,0.0,8
2.423,90.97,98.08,15.41,493.9,2.648,P4,0.0,8
2.393,165.6,97.64,15.5,498.8,3.315,P4,0.0,8
2.431,147.9,97.9,15.61,503.3,2.924,P4,0.0,8
2.475,142.8,97.76,15.71,491.8,2.684,P4,0.0,8
3.346,100.5,93.68,27.72,518.9,3.115,P4,0.0,9
3.381,98.1,93.73,26.67,518.1,3.872,P4,0.0,9
3.424,91.3,93.0,27.01,512.1,3.564,P4,0.0,9
3.449,94.5,93.01,26.65,510.9,3.461,P4,0.0,9
3.439,97.0,93.07,26.01,510.7,3.629,P4,0.0,9
3.378,115.5,93.13,26.34,513.3,3.741,P4,0.0,9
3.347,126.4,93.17,26.67,510.0,2.679,P4,0.0,9
3.304,124.2,93.26,26.0,513.7,2.529,P4,0.0,9
3.251,81.0,94.37,26.33,513.2,2.516,P4,0.0,9
3.252,135.4,94.38,26.67,513.8,1.296,P4,0.0,9
3.19,113.0,94.39,26.72,512.6,2.203,P4,0.0,9
3.252,117.7,94.8,27.02,510.6,2.925,P4,0.0,9
3.267,101.7,94.78,26.01,512.9,3.515,P4,0.0,9
3.225,91.7,94.71,26.34,512.2,3.814,P4,0.0,9
3.264,100.8,94.68,26.68,513.2,4.108,P4,0.0,9
3.303,91.5,94.36,26.35,516.6,4.654,P4,0.0,9
3.351,104.8,94.38,26.35,524.1,3.784,P4,0.0,9
3.36,103.4,93.05,27.34,516.0,3.515,P4,0.0,9
3.246,115.6,93.26,27.72,515.4,3.749,P4,0.0,9
3.334,107.3,93.28,27.09,513.2,4.186,P4,0.0,9
2.937,95.9,99.9,30.54,523.8,2.292,P4,0.0,10
2.913,116.8,99.46,31.73,518.3,2.37,P4,0.0,10
2.867,93.7,99.9,30.62,514.1,2.702,P4,0.0,10
2.847,95.0,100.5,30.37,517.4,2.264,P4,0.0,10
2.872,94.9,101.0,30.53,519.2,2.068,P4,0.0,10
2.944,109.1,100.2,30.93,517.2,2.066,P4,0.0,10
2.971,149.3,99.72,30.1,516.9,2.359,P4,0.0,10
2.948,127.7,99.4,30.39,519.8,2.842,P4,0.0,10
2.917,107.1,99.87,30.83,517.4,2.253,P4,0.0,10
2.89,127.5,100.4,30.28,518.4,2.309,P4,0.0,10
2.843,95.9,100.2,30.1,514.1,2.592,P4,0.0,10
2.971,99.5,100.9,30.13,517.9,2.97,P4,0.0,10
2.913,104.9,101.3,30.54,516.5,2.242,P4,0.0,10
2.9,115.1,99.04,30.32,519.7,2.055,P4,0.0,10
2.893,126.6,99.29,30.6,524.0,2.874,P4,0.0,10
2.83,138.1,99.56,30.71,539.0,2.586,P4,0.0,10
2.948,126.6,100.0,30.56,523.1,2.694,P4,0.0,10
2.913,111.5,100.3,30.69,521.2,2.8,P4,0.0,10
2.897,104.2,100.2,30.83,517.9,2.068,P4,0.0,10
2.872,109.4,99.72,30.51,518.2,2.56,P4,0.0,10
3.192,110.7,80.22,34.56,486.8,2.958,P4,0.0,11
3.156,116.1,79.54,34.77,492.0,2.183,P4,0.0,11
3.107,118.5,79.46,34.11,500.0,1.678,P4,0.0,11
3.075,115.9,79.52,34.59,507.2,1.984,P4,0.0,11
3.19,110.1,79.42,34.15,490.9,2.994,P4,0.0,11
3.208,110.6,79.85,34.04,478.2,2.061,P4,0.0,11
3.166,110.2,79.7,34.81,488.4,2.443,P4,0.0,11
3.206,99.2,79.8,33.96,481.1,2.361,P4,0.0,11
3.228,97.5,80.19,34.15,496.6,2.5,P4,0.0,11
3.124,110.2,80.1,34.62,480.8,2.673,P4,0.0,11
3.085,154.8,80.37,34.05,505.4,2.858,P4,0.0,11
3.161,150.7,79.37,34.3,489.1,2.775,P4,0.0,11
3.207,106.6,79.64,34.27,503.8,2.673,P4,0.0,11
3.149,90.1,79.84,34.4,490.6,2.5,P4,0.0,11
3.131,104.8,79.13,33.37,481.9,2.361,P4,0.0,11
3.097,92.3,79.38,33.8,497.2,2.661,P4,0.0,11
3.031,101.4,79.35,34.18,492.0,2.579,P4,0.0,11
3.033,102.1,79.83,34.8,511.5,2.278,P4,0.0,11
3.075,123.2,80.31,34.56,480.8,3.223,P4,0.0,11
3.157,132.3,80.27,34.47,497.7,2.638,P4,0.0,11
2.94,102.2,98.55,23.09,424.5,3.556,P4,0.0,12
2.977,105.1,98.96,22.75,413.9,3.511,P4,0.0,12
3.048,112.9,98.53,21.33,419.5,3.671,P4,0.0,12
3.065,126.5,98.2,22.67,424.5,3.766,P4,0.0,12
3.04,115.8,98.31,23.27,427.6,3.858,P4,0.0,12
3.036,116.3,97.69,23.14,429.2,3.743,P4,0.0,12
2.958,139.9,98.34,22.75,434.7,3.973,P4,0.0,12
2.969,116.0,97.55,22.55,426.3,3.979,P4,0.0,12
2.964,126.5,97.46,22.49,427.8,3.923,P4,0.0,12
2.929,112.9,97.48,23.47,421.3,3.887,P4,0.0,12
2.845,105.1,98.03,23.35,432.0,3.685,P4,0.0,12
2.777,102.2,97.71,21.97,432.0,3.7,P4,0.0,12
2.808,109.9,97.34,22.63,415.1,3.656,P4,0.0,12
2.883,111.9,97.12,22.24,403.4,3.757,P4,0.0,12
2.94,124.8,97.53,22.16,450.9,3.684,P4,0.0,12
3.007,131.7,98.35,22.5,456.7,4.013,P4,0.0,12
3.02,112.9,98.63,22.3,458.6,3.927,P4,0.0,12
3.048,126.5,98.03,22.16,449.6,3.864,P4,0.0,12
3.065,130.6,97.44,22.49,425.9,3.722,P4,0.0,12
3.02,112.4,97.94,22.69,419.5,3.945,P4,0.0,12
2.107,107.2,106.3,34.25,483.9,3.165,P4,0.0,13
2.008,107.8,107.1,33.88,483.8,3.082,P4,0.0,13
2.021,101.4,107.5,33.56,479.5,2.995,P4,0.0,13
2.088,108.1,106.9,33.52,477.3,2.769,P4,0.0,13
2.048,115.0,106.7,33.34,469.7,2.894,P4,0.0,13
2.072,124.0,106.1,33.65,473.7,2.914,P4,0.0,13
2.008,105.2,106.3,33.81,463.7,2.966,P4,0.0,13
1.92,126.0,107.0,33.37,461.0,2.995,P4,0.0,13
1.865,128.3,107.3,33.06,476.1,3.165,P4,0.0,13
1.871,130.6,107.5,33.16,465.8,3.175,P4,0.0,13
1.898,107.8,107.9,33.71,479.5,2.769,P4,0.0,13
1.988,115.1,107.2,32.96,502.8,2.894,P4,0.0,13
2.022,102.4,106.4,32.39,467.8,3.054,P4,0.0,13
2.087,108.1,106.9,32.54,479.5,2.914,P4,0.0,13
2.111,113.6,107.7,32.82,465.8,2.894,P4,0.0,13
2.072,130.0,107.9,33.11,464.9,2.769,P4,0.0,13
2.008,144.3,107.1,32.84,463.7,3.157,P4,0.0,13
1.935,142.6,107.4,33.22,465.8,3.005,P4,0.0,13
1.881,142.4,107.6,33.01,478.6,3.257,P4,0.0,13
2.072,130.5,107.7,33.25,479.5,2.922,P4,0.0,13
2.442,94.3,112.2,20.34,438.0,3.45,P4,0.0,14
2.446,93.5,111.4,20.48,434.4,3.351,P4,0.0,14
2.46,103.3,111.9,20.73,439.9,3.966,P4,0.0,14
2.454,98.5,112.0,19.84,436.3,3.899,P4,0.0,14
2.442,103.0,111.4,20.39,441.4,3.208,P4,0.0,14
2.429,100.4,111.6,19.2,447.0,3.936,P4,0.0,14
2.447,120.8,111.5,20.19,436.3,3.693,P4,0.0,14
2.46,103.7,111.0,20.24,440.5,2.852,P4,0.0,14
2.452,119.2,111.1,19.1,448.7,2.611,P4,0.0,14
2.464,108.4,111.2,19.89,438.6,3.37,P4,0.0,14
2.462,111.5,112.0,19.55,438.4,3.535,P4,0.0,14
2.469,98.5,111.7,19.84,452.0,3.676,P4,0.0,14
2.5,137.0,111.9,19.99,447.2,3.499,P4,0.0,14
2.491,122.7,111.6,20.35,438.6,3.954,P4,0.0,14
2.478,130.7,111.0,20.11,449.1,3.966,P4,0.0,14
2.445,119.6,111.4,20.88,453.3,3.276,P4,0.0,14
2.444,118.4,110.8,20.68,448.7,3.535,P4,0.0,14
2.442,120.5,111.4,20.53,442.8,3.613,P4,0.0,14
2.414,97.5,112.2,20.05,443.6,3.37,P4,0.0,14
2.419,118.4,111.9,19.94,449.3,3.047,P4,0.0,14
3.158,91.8,113.1,29.34,485.3,3.055,P4,0.0,15
3.147,97.8,111.4,29.31,482.6,3.059,P4,0.0,15
3.195,117.6,110.6,29.29,484.3,3.141,P4,0.0,15
3.21,112.9,110.2,28.84,486.4,3.228,P4,0.0,15
3.261,90.98,110.7,29.41,485.7,3.092,P4,0.0,15
3.229,109.6,110.8,29.19,483.3,3.128,P4,0.0,15
3.189,90.28,110.2,30.18,484.9,3.114,P4,0.0,15
3.132,106.0,111.1,29.8,485.0,3.467,P4,0.0,15
3.079,94.39,110.9,29.96,484.0,3.263,P4,0.0,15
2.998,106.2,109.8,30.02,487.8,3.234,P4,0.0,15
2.916,90.28,109.6,30.15,481.7,3.128,P4,0.0,15
2.81,120.7,110.1,29.68,485.3,3.092,P4,0.0,15
2.708,88.65,110.9,29.97,485.6,3.028,P4,0.0,15
2.67,141.7,110.7,29.77,484.4,2.995,P4,0.0,15
2.751,108.8,111.1,28.96,486.0,3.012,P4,0.0,15
2.82,137.2,111.6,29.55,484.6,3.025,P4,0.0,15
2.849,100.2,110.2,29.9,486.0,3.301,P4,0.0,15
3.005,107.5,110.3,30.05,485.0,3.268,P4,0.0,15
3.026,135.9,110.5,29.49,489.0,3.321,P4,0.0,15
3.09,165.8,111.0,29.96,483.1,3.235,P4,0.0,15
3.381,128.6,95.41,29.4,476.9,3.171,P4,0.0,16
3.397,107.6,96.0,28.87,475.0,3.027,P4,0.0,16
3.39,109.2,94.8,29.57,475.3,2.888,P4,0.0,16
3.374,102.9,94.77,29.86,485.9,2.98,P4,0.0,16
3.273,113.1,94.87,29.53,477.8,2.838,P4,0.0,16
3.316,97.51,95.22,28.76,482.5,2.913,P4,0.0,16
3.167,130.2,95.17,29.31,484.6,3.094,P4,0.0,16
3.203,114.8,95.15,29.6,480.3,2.835,P4,0.0,16
3.31,106.4,96.3,29.31,489.3,2.847,P4,0.0,16
3.345,107.6,96.38,29.12,485.9,2.675,P4,0.0,16
3.381,110.8,95.33,29.96,497.9,2.71,P4,0.0,16
3.346,107.0,96.46,29.31,489.8,3.264,P4,0.0,16
3.298,118.3,96.57,29.6,480.2,3.347,P4,0.0,16
3.39,100.1,96.73,28.95,481.6,3.31,P4,0.0,16
3.374,103.9,96.25,28.87,485.3,3.153,P4,0.0,16
3.343,113.8,95.79,29.47,493.6,2.968,P4,0.0,16
3.252,126.8,95.79,29.68,493.9,2.987,P4,0.0,16
3.137,107.6,95.52,29.27,481.6,3.086,P4,0.0,16
3.216,122.6,96.74,29.73,495.9,2.886,P4,0.0,16
3.397,107.9,95.05,28.8,506.7,2.852,P4,0.0,16
2.216,141.1,95.04,30.7,515.4,8.658,P4,0.0,17
2.199,101.6,95.88,31.73,516.4,8.17,P4,0.0,17
2.171,123.3,94.27,30.88,514.5,8.871,P4,0.0,17
2.162,136.9,94.75,31.45,511.4,8.443,P4,0.0,17
2.131,120.0,94.91,31.27,516.1,8.654,P4,0.0,17
2.162,121.9,94.56,31.06,513.5,8.611,P4,0.0,17
2.171,127.6,94.5,31.35,515.3,8.535,P4,0.0,17
2.178,123.8,94.23,30.7,526.7,8.698,P4,0.0,17
2.15,121.3,94.86,31.43,515.4,8.606,P4,0.0,17
2.161,121.6,95.04,31.65,513.6,7.925,P4,0.0,17
2.159,104.8,94.86,31.54,517.9,7.929,P4,0.0,17
2.203,120.0,94.49,30.82,517.7,7.668,P4,0.0,17
2.24,125.8,95.23,31.34,521.8,7.693,P4,0.0,17
2.238,105.2,94.86,31.76,519.3,8.002,P4,0.0,17
2.231,134.9,94.67,31.71,517.6,8.105,P4,0.0,17
2.216,119.2,94.33,31.46,509.6,7.279,P4,0.0,17
2.191,115.2,94.77,31.35,518.2,8.49,P4,0.0,17
2.171,94.6,94.39,31.74,519.5,8.524,P4,0.0,17
2.125,107.5,95.04,31.43,528.5,8.23,P4,0.0,17
2.218,130.9,94.12,31.35,519.4,8.257,P4,0.0,17
2.339,109.1,105.0,31.34,522.2,2.655,P4,0.0,18
2.306,113.7,104.2,31.76,523.9,2.588,P4,0.0,18
2.314,112.6,104.8,31.41,523.0,2.488,P4,0.0,18
2.227,130.5,105.8,30.27,520.3,2.778,P4,0.0,18
2.298,124.5,105.2,30.76,525.3,2.728,P4,0.0,18
2.309,115.2,105.4,31.13,524.8,2.595,P4,0.0,18
2.272,128.5,104.7,30.7,512.2,2.539,P4,0.0,18
2.288,138.2,104.2,30.34,519.1,2.563,P4,0.0,18
2.286,141.7,104.0,30.42,517.3,2.549,P4,0.0,18
2.278,184.9,104.8,31.45,525.2,2.433,P4,0.0,18
2.265,120.8,105.0,30.99,530.9,2.455,P4,0.0,18
2.241,101.3,105.4,30.36,527.3,2.412,P4,0.0,18
2.151,102.2,105.8,31.16,526.3,2.365,P4,0.0,18
2.242,103.7,105.6,31.45,525.1,2.324,P4,0.0,18
2.265,109.7,104.1,31.8,524.7,2.398,P4,0.0,18
2.272,101.8,104.3,31.62,522.2,2.574,P4,0.0,18
2.286,114.2,104.7,31.27,525.0,2.872,P4,0.0,18
2.263,104.4,105.0,31.1,521.4,2.728,P4,0.0,18
2.275,103.2,104.8,31.67,530.3,2.517,P4,0.0,18
2.289,109.1,104.3,31.63,528.4,2.556,P4,0.0,18
2.606,135.0,114.1,34.09,562.6,3.053,P4,0.0,19
2.588,156.1,115.0,34.26,562.7,3.289,P4,0.0,19
2.521,131.2,114.6,34.87,560.5,3.278,P4,0.0,19
2.467,136.8,114.4,34.86,561.8,3.302,P4,0.0,19
2.443,122.1,114.3,34.65,562.7,3.449,P4,0.0,19
2.483,122.8,114.5,34.48,560.7,3.15,P4,0.0,19
2.52,132.1,114.0,34.16,561.4,3.118,P4,0.0,19
2.576,169.1,113.8,34.23,562.0,3.137,P4,0.0,19
2.652,145.2,115.4,34.81,561.1,3.053,P4,0.0,19
2.636,109.0,115.2,34.7,561.0,3.167,P4,0.0,19
2.65,121.4,115.7,34.67,561.8,3.127,P4,0.0,19
2.672,148.3,115.4,34.48,560.8,3.017,P4,0.0,19
2.671,124.2,115.3,35.16,564.4,2.874,P4,0.0,19
2.666,182.8,114.6,34.54,560.8,3.073,P4,0.0,19
2.635,146.6,114.3,34.76,560.7,2.816,P4,0.0,19
2.664,111.3,114.5,34.48,560.0,2.84,P4,0.0,19
2.647,101.4,115.2,34.81,564.0,2.799,P4,0.0,19
2.605,132.5,114.8,34.66,571.2,2.908,P4,0.0,19
2.65,159.0,114.7,34.83,562.0,3.163,P4,0.0,19
2.636,133.5,115.2,34.92,559.0,3.178,P4,0.0,19
2.683,97.6,65.37,23.26,514.2,2.405,P4,0.0,20
2.658,116.4,65.71,23.3,511.4,2.272,P4,0.0,20
2.698,138.3,65.89,23.51,505.9,2.215,P4,0.0,20
2.709,98.5,66.07,22.18,519.1,2.136,P4,0.0,20
2.699,119.1,64.52,22.74,511.7,1.93,P4,0.0,20
2.709,131.4,64.9,22.32,508.7,1.887,P4,0.0,20
2.698,119.1,65.2,22.24,511.0,1.86,P4,0.0,20
2.664,119.0,64.65,23.09,500.9,1.843,P4,0.0,20
2.649,113.6,64.81,22.77,538.5,1.725,P4,0.0,20
2.633,134.1,65.16,23.26,501.3,1.803,P4,0.0,20
2.589,126.9,65.17,23.09,505.9,1.832,P4,0.0,20
2.563,142.1,65.32,22.35,508.0,1.903,P4,0.0,20
2.51,139.7,65.58,23.26,514.2,2.041,P4,0.0,20
2.482,116.4,66.05,22.92,518.5,2.147,P4,0.0,20
2.507,145.3,65.13,22.74,510.9,2.045,P4,0.0,20
2.527,131.4,64.96,22.84,506.0,1.882,P4,0.0,20
2.555,138.2,66.23,23.02,505.5,2.147,P4,0.0,20
2.636,116.4,65.87,22.88,495.6,2.045,P4,0.0,20
2.661,139.2,65.18,22.98,512.5,1.792,P4,0.0,20
2.683,142.1,65.67,22.38,508.8,1.882,P4,0.0,20
2.606,110.7,77.83,24.18,508.8,2.806,P4,0.0,21
2.614,104.4,77.41,24.58,512.2,2.847,P4,0.0,21
2.581,115.6,77.52,28.08,527.8,2.867,P4,0.0,21
